cell_id,UMAP1,UMAP2,cell_line,perturbation,dose_value,dose_unit,time,condition,source
G01_F10_RT_BC_289_Lig_BC_4-1,5.0359178,2.5215914,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G04_F10_RT_BC_41_Lig_BC_40-1,3.9133828,4.4418344,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C07_F10_RT_BC_214_Lig_BC_213-1,4.7493854,8.5048275,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E05_E09_RT_BC_128_Lig_BC_58-1,8.067149,5.149448,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H06_F10_RT_BC_338_Lig_BC_180-1,5.6775727,7.693039,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A01_E09_RT_BC_238_Lig_BC_195-1,4.027562,3.900911,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A01_F10_RT_BC_153_Lig_BC_197-1,8.349517,6.736093,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C12_F10_RT_BC_163_Lig_BC_110-1,7.9626985,6.167914,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H07_E09_RT_BC_107_Lig_BC_2-1,6.539382,7.888059,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F01_F10_RT_BC_126_Lig_BC_146-1,5.250998,3.5374846,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G03_E09_RT_BC_190_Lig_BC_320-1,5.9613037,3.9000583,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C07_F10_RT_BC_20_Lig_BC_216-1,3.0579803,5.676541,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D10_F10_RT_BC_150_Lig_BC_353-1,6.8844166,6.5899954,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
B02_E09_RT_BC_27_Lig_BC_359-1,8.117976,8.208445,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E08_E09_RT_BC_188_Lig_BC_70-1,2.0481913,5.985127,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A03_E09_RT_BC_251_Lig_BC_192-1,6.5307107,6.039615,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D10_F10_RT_BC_227_Lig_BC_123-1,1.0204905,4.9431734,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H03_F10_RT_BC_226_Lig_BC_136-1,2.9191535,4.234041,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F08_E09_RT_BC_283_Lig_BC_160-1,4.055396,4.096332,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F06_F10_RT_BC_61_Lig_BC_336-1,6.3282757,9.053478,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C06_E09_RT_BC_374_Lig_BC_131-1,4.446308,3.2543588,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H07_E09_RT_BC_108_Lig_BC_353-1,2.7814758,5.6724668,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H04_E09_RT_BC_342_Lig_BC_293-1,2.3120687,4.501353,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C10_E09_RT_BC_79_Lig_BC_184-1,1.5462537,3.990778,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G11_F10_RT_BC_252_Lig_BC_106-1,6.604098,2.7828903,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F11_F10_RT_BC_269_Lig_BC_378-1,6.618073,6.725142,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D12_F10_RT_BC_75_Lig_BC_19-1,7.5764084,5.6125274,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D04_F10_RT_BC_239_Lig_BC_267-1,2.6383576,5.688933,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F08_E09_RT_BC_357_Lig_BC_115-1,1.286336,4.3809605,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H10_F10_RT_BC_253_Lig_BC_325-1,3.145683,3.3625696,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A03_E09_RT_BC_28_Lig_BC_178-1,6.8745904,1.6444657,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C08_E09_RT_BC_310_Lig_BC_283-1,6.7845364,6.6695004,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F06_E09_RT_BC_166_Lig_BC_284-1,2.1596365,5.6829977,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E07_E09_RT_BC_56_Lig_BC_18-1,0.55910236,7.5335093,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G09_E09_RT_BC_138_Lig_BC_255-1,4.940516,3.0628557,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H11_E09_RT_BC_297_Lig_BC_267-1,6.352672,7.8336315,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E09_F10_RT_BC_212_Lig_BC_22-1,4.1970215,5.2588525,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F09_E09_RT_BC_275_Lig_BC_230-1,2.1640995,5.2680697,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E06_E09_RT_BC_198_Lig_BC_197-1,7.071379,6.249693,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D05_E09_RT_BC_34_Lig_BC_380-1,2.3215303,4.4871287,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G10_E09_RT_BC_31_Lig_BC_53-1,2.1869633,5.473032,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
B02_F10_RT_BC_379_Lig_BC_370-1,1.7980837,6.1731887,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A06_E09_RT_BC_143_Lig_BC_14-1,6.223961,8.739209,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E01_E09_RT_BC_219_Lig_BC_201-1,3.5244138,4.9303784,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E06_F10_RT_BC_87_Lig_BC_56-1,0.6204178,6.7325478,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D05_F10_RT_BC_254_Lig_BC_85-1,6.3893423,2.9525487,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D04_F10_RT_BC_160_Lig_BC_304-1,7.5776153,5.6640306,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G11_F10_RT_BC_3_Lig_BC_242-1,10.956799,7.0766554,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C03_F10_RT_BC_383_Lig_BC_36-1,1.7570891,4.412416,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D05_E09_RT_BC_104_Lig_BC_6-1,8.785476,4.211556,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D01_F10_RT_BC_170_Lig_BC_34-1,1.491074,5.236215,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
E12_F10_RT_BC_171_Lig_BC_71-1,7.6499987,6.0168576,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F01_E09_RT_BC_69_Lig_BC_216-1,7.1642575,5.8004537,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C04_F10_RT_BC_282_Lig_BC_144-1,2.4896522,4.8208966,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D02_E09_RT_BC_108_Lig_BC_287-1,5.6869206,8.211525,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C02_E09_RT_BC_291_Lig_BC_219-1,0.60279495,6.8385053,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F05_E09_RT_BC_297_Lig_BC_351-1,2.2463906,5.419997,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F12_E09_RT_BC_74_Lig_BC_253-1,3.2268972,4.116403,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C01_E09_RT_BC_347_Lig_BC_74-1,5.6999435,7.7668123,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D04_F10_RT_BC_161_Lig_BC_202-1,3.5381324,4.5408497,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F04_E09_RT_BC_152_Lig_BC_259-1,7.6600304,6.675786,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G02_F10_RT_BC_287_Lig_BC_376-1,3.8575583,3.1562946,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
A04_F10_RT_BC_248_Lig_BC_228-1,7.001666,5.5357003,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
D09_E09_RT_BC_383_Lig_BC_51-1,4.511805,6.0245123,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C12_F10_RT_BC_19_Lig_BC_205-1,7.1538615,3.2174895,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
C08_F10_RT_BC_109_Lig_BC_159-1,5.239384,5.3653855,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
B12_E09_RT_BC_354_Lig_BC_60-1,2.2076178,8.964236,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
H06_F10_RT_BC_144_Lig_BC_240-1,3.2556973,4.158989,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G10_F10_RT_BC_366_Lig_BC_167-1,8.533477,4.2899876,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G11_F10_RT_BC_220_Lig_BC_186-1,6.4474645,1.9856536,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G09_F10_RT_BC_121_Lig_BC_28-1,6.1824727,7.2515254,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
F03_E09_RT_BC_358_Lig_BC_328-1,2.7597504,5.1616983,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
B06_E09_RT_BC_336_Lig_BC_150-1,3.9494407,4.4669557,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
G12_F10_RT_BC_164_Lig_BC_139-1,5.7588286,4.1902375,A549,(+)-JQ1,10000.0,nM,24.0,(+)-JQ1_10000nM,true
B11_F10_RT_BC_162_Lig_BC_356-1,6.1409483,8.45418,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C01_E09_RT_BC_78_Lig_BC_352-1,6.2666464,8.310952,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G03_E09_RT_BC_9_Lig_BC_167-1,5.4675274,9.115811,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A11_F10_RT_BC_242_Lig_BC_109-1,5.381591,4.520551,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F03_E09_RT_BC_251_Lig_BC_329-1,7.442894,9.37754,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H09_E09_RT_BC_155_Lig_BC_275-1,6.918843,9.178742,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B03_E09_RT_BC_76_Lig_BC_364-1,7.827559,8.955198,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F12_E09_RT_BC_381_Lig_BC_10-1,7.215441,9.409344,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E01_E09_RT_BC_17_Lig_BC_67-1,2.5871403,3.3519044,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F11_F10_RT_BC_279_Lig_BC_177-1,7.5403457,7.7243505,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D11_F10_RT_BC_301_Lig_BC_213-1,4.136735,9.158385,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D09_F10_RT_BC_53_Lig_BC_376-1,6.9591427,9.56455,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B05_E09_RT_BC_336_Lig_BC_51-1,6.3082595,9.068525,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H05_E09_RT_BC_50_Lig_BC_178-1,4.3461266,8.037709,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F10_E09_RT_BC_343_Lig_BC_303-1,7.6957407,8.793264,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H07_E09_RT_BC_99_Lig_BC_199-1,2.8833055,8.751098,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G09_F10_RT_BC_4_Lig_BC_46-1,6.814427,8.657814,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E02_E09_RT_BC_171_Lig_BC_222-1,7.772044,9.413986,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C12_F10_RT_BC_164_Lig_BC_143-1,5.3607187,8.949177,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B01_E09_RT_BC_160_Lig_BC_318-1,1.9277047,5.319416,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D10_E09_RT_BC_127_Lig_BC_135-1,4.9766145,10.692966,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F10_F10_RT_BC_299_Lig_BC_286-1,8.011738,9.521168,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E01_E09_RT_BC_180_Lig_BC_173-1,6.42997,8.593798,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H02_F10_RT_BC_3_Lig_BC_17-1,6.497905,10.072287,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A11_F10_RT_BC_31_Lig_BC_279-1,6.2502403,9.023904,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A04_E09_RT_BC_221_Lig_BC_308-1,1.4914367,6.001355,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A03_F10_RT_BC_69_Lig_BC_150-1,5.9403615,9.823294,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G03_F10_RT_BC_338_Lig_BC_306-1,5.0340834,5.9161143,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H09_F10_RT_BC_311_Lig_BC_13-1,3.9692314,9.432277,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F01_F10_RT_BC_341_Lig_BC_67-1,5.7304816,10.331286,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F08_E09_RT_BC_29_Lig_BC_133-1,6.854334,9.858982,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F02_F10_RT_BC_211_Lig_BC_73-1,5.828759,9.360132,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E07_F10_RT_BC_137_Lig_BC_150-1,8.097426,5.3366413,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G02_E09_RT_BC_90_Lig_BC_308-1,7.320812,9.426408,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E08_E09_RT_BC_108_Lig_BC_223-1,4.081694,8.301489,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B10_F10_RT_BC_231_Lig_BC_129-1,1.1192024,9.534554,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B10_E09_RT_BC_325_Lig_BC_179-1,2.3707352,8.082278,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E09_F10_RT_BC_172_Lig_BC_375-1,7.168879,9.692937,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E10_E09_RT_BC_244_Lig_BC_279-1,4.7597866,7.370303,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G05_E09_RT_BC_249_Lig_BC_185-1,3.011189,7.564167,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F07_E09_RT_BC_212_Lig_BC_123-1,-0.8891295,7.1612105,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D06_F10_RT_BC_159_Lig_BC_319-1,5.277412,8.8618965,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C01_E09_RT_BC_158_Lig_BC_147-1,7.3298016,9.2723055,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G09_E09_RT_BC_251_Lig_BC_106-1,4.4926386,9.274179,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C08_E09_RT_BC_358_Lig_BC_164-1,6.2270217,9.68842,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D11_F10_RT_BC_230_Lig_BC_370-1,5.7205205,8.89929,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E12_F10_RT_BC_159_Lig_BC_18-1,7.1933703,8.780242,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F03_E09_RT_BC_27_Lig_BC_223-1,5.8561597,8.617358,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G03_E09_RT_BC_357_Lig_BC_311-1,5.540275,6.627562,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H09_E09_RT_BC_98_Lig_BC_90-1,4.1332645,3.901734,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G12_F10_RT_BC_351_Lig_BC_16-1,4.197887,5.6544013,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E06_F10_RT_BC_30_Lig_BC_360-1,6.8243794,8.762577,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D06_E09_RT_BC_7_Lig_BC_116-1,4.6138887,7.681676,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D02_F10_RT_BC_70_Lig_BC_1-1,2.4888604,9.581978,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B08_E09_RT_BC_87_Lig_BC_355-1,5.9126334,9.174119,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C03_F10_RT_BC_69_Lig_BC_33-1,6.124639,9.401834,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H04_F10_RT_BC_128_Lig_BC_231-1,1.4410113,5.8790255,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H02_F10_RT_BC_5_Lig_BC_356-1,6.273279,8.665113,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F05_E09_RT_BC_66_Lig_BC_352-1,4.5124645,9.538903,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B12_E09_RT_BC_9_Lig_BC_331-1,4.6790857,9.446454,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D01_F10_RT_BC_373_Lig_BC_256-1,7.425933,8.543656,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D04_F10_RT_BC_142_Lig_BC_377-1,2.4388826,6.8545017,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A12_E09_RT_BC_14_Lig_BC_107-1,7.4155006,8.891276,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C06_E09_RT_BC_29_Lig_BC_6-1,7.309345,9.655991,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D08_F10_RT_BC_87_Lig_BC_40-1,5.482873,10.04196,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F09_E09_RT_BC_8_Lig_BC_159-1,-0.32431036,8.844751,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A02_E09_RT_BC_68_Lig_BC_38-1,1.5922109,7.944551,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G09_F10_RT_BC_99_Lig_BC_132-1,7.709354,9.836262,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F09_F10_RT_BC_53_Lig_BC_209-1,6.357177,9.156346,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F10_E09_RT_BC_245_Lig_BC_228-1,8.977862,9.655153,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D04_F10_RT_BC_301_Lig_BC_221-1,3.718729,5.805763,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F05_F10_RT_BC_357_Lig_BC_228-1,4.420579,8.842039,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E06_F10_RT_BC_273_Lig_BC_123-1,6.419779,9.212737,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G08_F10_RT_BC_267_Lig_BC_205-1,5.855938,9.612801,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H09_E09_RT_BC_80_Lig_BC_340-1,3.827963,9.376755,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A02_F10_RT_BC_48_Lig_BC_201-1,3.891489,6.8068385,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F01_F10_RT_BC_151_Lig_BC_238-1,5.6046042,8.731138,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C08_F10_RT_BC_317_Lig_BC_144-1,4.6945796,10.621649,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F05_E09_RT_BC_242_Lig_BC_295-1,6.584176,9.550718,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G09_F10_RT_BC_133_Lig_BC_149-1,7.333601,9.328578,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G03_E09_RT_BC_274_Lig_BC_177-1,7.4221053,7.5357385,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H09_F10_RT_BC_153_Lig_BC_46-1,2.697774,10.014624,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
B01_E09_RT_BC_376_Lig_BC_333-1,6.605687,9.072557,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G11_E09_RT_BC_326_Lig_BC_288-1,7.680785,9.324542,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A08_F10_RT_BC_170_Lig_BC_243-1,7.454993,8.885081,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
H12_F10_RT_BC_295_Lig_BC_281-1,6.47489,9.261239,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
A08_F10_RT_BC_87_Lig_BC_244-1,6.3318386,9.413574,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G09_E09_RT_BC_348_Lig_BC_121-1,7.1004553,6.656609,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
E04_F10_RT_BC_260_Lig_BC_158-1,7.8555217,9.384812,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
D12_E09_RT_BC_121_Lig_BC_353-1,9.084898,8.799308,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C10_F10_RT_BC_185_Lig_BC_96-1,2.7115197,3.783508,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F06_E09_RT_BC_383_Lig_BC_188-1,7.3548117,9.162762,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C06_E09_RT_BC_229_Lig_BC_232-1,3.1674197,6.433119,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C01_F10_RT_BC_113_Lig_BC_308-1,7.1511683,8.335531,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F12_E09_RT_BC_106_Lig_BC_197-1,8.001037,9.294255,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F05_F10_RT_BC_325_Lig_BC_25-1,6.166005,9.450638,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F01_E09_RT_BC_180_Lig_BC_13-1,7.408694,5.3824487,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
F09_E09_RT_BC_175_Lig_BC_339-1,7.1037993,8.92731,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
C09_F10_RT_BC_174_Lig_BC_64-1,8.109965,9.471427,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
G08_F10_RT_BC_70_Lig_BC_14-1,6.017076,8.173485,A549,Trametinib (GSK1120212),10.0,nM,24.0,Trametinib (GSK1120212)_10nM,true
