cell_id,UMAP1,UMAP2,cell_line,perturbation,dose_value,dose_unit,time,condition,source
dsdr_Trametinib (GSK1120212)_10000_163-1,4.117914,8.920355,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_408-1,-1.5662575,6.6424036,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_330-1,5.457217,7.5584173,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_397-1,7.527871,9.654427,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_86-1,3.3205178,6.9850426,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_264-1,2.596742,8.58044,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_434-1,10.300867,8.979929,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_367-1,11.163054,4.0948915,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_459-1,5.930371,4.73227,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_420-1,9.701067,8.79778,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_185-1,0.70802563,7.8155794,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_225-1,6.0799766,4.169121,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
dsdr_Trametinib (GSK1120212)_10000_164-1,4.9092484,9.751189,A549,Trametinib (GSK1120212),10000.0,nM,24.0,Trametinib (GSK1120212)_10000nM,dose_specific_direction
improved_hill_(+)-JQ1_10_193-2-0,11.244263,7.1095448,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_126-2-0,10.37385,4.5684032,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_123-2-0,5.522641,6.6488967,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_169-2-0,9.833506,2.8905113,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_299-2-0,7.572749,3.0527961,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_431-2-0,8.53062,5.3598185,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_101-2-0,4.4326653,8.381362,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_300-2-0,7.631238,2.4860687,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_429-2-0,3.682735,3.1681628,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_482-2-0,3.1409307,5.3842096,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_279-2-0,10.12592,5.5166597,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_195-2-0,4.4310555,4.294331,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_410-2-0,10.449876,4.491326,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_259-2-0,3.027968,5.8428183,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_472-2-0,4.8676624,7.7852716,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_57-2-0,3.791149,9.991431,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_104-2-0,12.496163,7.5414696,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_0-2-0,5.5041976,7.159908,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_392-2-0,2.589719,6.9349976,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_294-2-0,5.5817056,4.4993296,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_60-2-0,10.30955,3.4949002,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_295-2-0,11.232912,3.5783057,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_309-2-0,6.5254774,4.2410307,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_130-2-0,3.8120856,4.5125284,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_408-2-0,-1.4004834,6.5119452,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_432-2-0,7.4908943,4.0044346,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_483-2-0,5.5345507,6.51701,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_275-2-0,7.6115704,2.8877835,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_150-2-0,5.5549726,4.912938,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_243-2-0,8.749046,5.834925,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_225-2-0,7.0272775,2.918169,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_25-2-0,0.5611229,5.885791,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_186-2-0,9.036507,7.7687945,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_368-2-0,0.5306248,6.166365,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_144-2-0,9.302131,9.63389,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_487-2-0,8.481769,6.3803782,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_179-2-0,10.100286,5.520212,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_21-2-0,11.951594,4.540728,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_82-2-0,8.567599,4.290692,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_147-2-0,10.5354,3.430831,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_384-2-0,2.9157362,4.385947,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_467-2-0,8.685185,6.9677405,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_135-2-0,4.3279147,7.42302,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_367-2-0,11.354055,4.4096303,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_366-2-0,11.040115,7.8440433,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_127-2-0,12.091087,8.68527,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_320-2-0,3.2900722,5.5483365,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_465-2-0,11.902795,8.008394,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_26-2-0,8.947974,8.228008,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_75-2-0,9.122821,9.203003,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_63-2-0,8.075419,4.2540317,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_411-2-0,8.934513,6.325515,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_148-2-0,1.3994983,6.6688433,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_207-2-0,1.7021681,6.9156413,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_235-2-0,6.281158,9.105631,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_41-2-0,11.676092,8.756123,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_290-2-0,10.804499,3.3745134,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_22-2-0,5.2495503,7.029806,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_488-2-0,12.1959915,8.941553,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_28-2-0,9.325623,7.889149,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_93-2-0,8.569231,6.1288753,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_161-2-0,5.8905153,9.662003,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_281-2-0,10.274839,9.106321,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_426-2-0,6.5430965,3.4142644,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_13-2-0,8.739182,3.0791335,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_365-2-0,9.657128,4.424196,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_369-2-0,9.442751,3.0372226,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_139-2-0,9.032207,7.3095336,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_468-2-0,9.968368,4.7962275,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_461-2-0,11.182591,3.594043,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_47-2-0,6.721816,8.1061535,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_160-2-0,11.133002,9.018728,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_48-2-0,7.416565,3.2446811,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_395-2-0,6.6497836,6.8736525,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_330-2-0,7.344323,6.956165,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_7-2-0,12.105464,8.807452,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_121-2-0,6.470214,10.224367,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_151-2-0,5.836345,10.368515,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_317-2-0,10.719877,5.4621086,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_10_120-2-0,9.100357,4.5857205,A549,(+)-JQ1,10.0,nM,24.0,(+)-JQ1_10nM,improved_hill
improved_hill_(+)-JQ1_100_144-2-0,9.00227,9.757467,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_139-2-0,8.550677,7.1286864,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_72-2-0,1.3453968,6.4087334,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_26-2-0,7.4215045,7.446988,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_389-2-0,3.772084,4.416447,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_124-2-0,4.6799064,3.9149852,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_141-2-0,2.9397178,3.739203,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_421-2-0,11.77151,8.892158,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_151-2-0,5.188294,10.109757,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_178-2-0,8.574659,9.63257,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_51-2-0,9.137498,2.816289,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_441-2-0,7.2981696,6.494099,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_236-2-0,12.521922,8.076249,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_21-2-0,11.426549,3.9283702,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_155-2-0,9.415566,6.41039,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_246-2-0,4.5309796,3.364746,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_45-2-0,6.3911457,7.4006763,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_382-2-0,4.623557,5.383559,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_4-2-0,3.6844983,8.686985,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_315-2-0,9.307928,5.995916,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_485-2-0,5.912813,7.1056757,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_324-2-0,11.646249,9.152379,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_400-2-0,11.124068,8.70914,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_73-2-0,3.1112301,8.012422,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_344-2-0,8.157652,2.8474872,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_77-2-0,1.273618,6.0501075,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_286-2-0,5.309834,6.7963367,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_58-2-0,5.098686,8.18498,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_457-2-0,8.396787,5.776608,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_348-2-0,6.419521,5.7432876,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_454-2-0,12.145829,4.7287006,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_259-2-0,2.437345,6.145985,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_380-2-0,2.4328341,6.110622,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_405-2-0,6.083633,5.573199,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_456-2-0,9.433106,4.688809,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_284-2-0,4.945255,5.320235,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_458-2-0,1.5390433,6.4272456,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_140-2-0,2.8957608,8.381663,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_343-2-0,8.647412,3.8134766,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_203-2-0,9.742721,5.1514106,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_9-2-0,4.6845374,6.9901266,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_54-2-0,9.763919,6.419256,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_201-2-0,9.124269,6.356974,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_379-2-0,5.880082,6.1846166,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_154-2-0,4.7787466,7.450234,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_108-2-0,5.738154,9.67057,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_10-2-0,3.6787686,8.427349,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_59-2-0,4.396108,2.8049583,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_336-2-0,3.834242,3.564554,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_306-2-0,10.958655,9.299348,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_127-2-0,11.75889,8.443518,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_97-2-0,6.1167693,10.1108,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_57-2-0,2.376905,9.324938,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_304-2-0,5.9694104,3.5139835,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_292-2-0,7.9560137,3.9402273,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_102-2-0,2.944268,4.9863563,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_276-2-0,11.140411,7.4828863,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_161-2-0,4.9859324,9.2193985,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_412-2-0,11.921703,5.1311727,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_110-2-0,7.3086085,2.0760334,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_245-2-0,2.1865604,6.8302116,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_229-2-0,8.195906,2.6260962,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_268-2-0,10.396363,5.5680995,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_411-2-0,8.187648,5.8850393,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_426-2-0,5.544566,3.5089724,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_255-2-0,9.820987,7.990269,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_6-2-0,1.5981784,4.755826,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_216-2-0,7.86447,5.122301,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_131-2-0,2.4025705,8.023649,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_168-2-0,2.590766,5.7311206,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_271-2-0,3.913966,9.224058,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_133-2-0,10.853492,9.078828,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_375-2-0,7.7424664,9.626325,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_190-2-0,5.694415,8.645588,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_222-2-0,4.360169,4.7985315,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_267-2-0,7.6906157,9.857634,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_103-2-0,5.5719194,3.8818042,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_40-2-0,6.5796156,7.311658,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_317-2-0,10.366926,5.502818,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_100_249-2-0,10.221925,9.431278,A549,(+)-JQ1,100.0,nM,24.0,(+)-JQ1_100nM,improved_hill
improved_hill_(+)-JQ1_1000_415-2-0,2.4355655,6.3752065,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_163-2-0,3.757676,8.272547,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_425-2-0,6.094626,7.320654,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_157-2-0,-0.08902846,6.598151,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_275-2-0,4.95003,3.240912,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_316-2-0,6.4114094,6.635004,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
improved_hill_(+)-JQ1_1000_81-2-0,2.7482543,4.82243,A549,(+)-JQ1,1000.0,nM,24.0,(+)-JQ1_1000nM,improved_hill
